"id","user_id","enrolled_at","course_id"
"24","c396eeb0-f81f-44da-8c97-2c10a969058f","2024-12-31 17:41:46.236137","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"25","c396eeb0-f81f-44da-8c97-2c10a969058f","2024-12-31 17:41:54.207702","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"26","cdc7a68e-34d8-46e6-ac1a-266bd9c54386","2024-12-31 18:14:02.547315","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"27","cdc7a68e-34d8-46e6-ac1a-266bd9c54386","2024-12-31 18:20:52.95884","ea6984c9-9d4b-4fdb-9016-e1a4397ad3f6"
"28","cdc7a68e-34d8-46e6-ac1a-266bd9c54386","2024-12-31 18:20:57.878928","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"29","ba92f878-055d-4ad9-8292-75618f39d775","2024-12-31 21:56:25.450398","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"30","ba92f878-055d-4ad9-8292-75618f39d775","2024-12-31 21:56:29.785349","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"31","ba92f878-055d-4ad9-8292-75618f39d775","2024-12-31 21:56:44.989682","7d318c01-e666-42ee-91a9-e8e00721a20f"
"32","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:22.291721","854da82d-b4fd-439c-871c-ad887c3bdaaf"
"33","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:27.1823","a1efb77e-e386-4c5c-84b8-c94a076d2e3d"
"34","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:32.565292","08b74d13-d1b7-4c83-a652-736bb668537a"
"35","b2edce4b-b95c-417a-bc16-d0a604c1fdfc","2024-12-31 23:14:36.291246","0de39780-b98b-465f-ad96-000a92146182"
"36","4f4a3913-49ae-4809-b9ce-fe80b0b7ea0e","2024-12-31 23:14:55.489467","854da82d-b4fd-439c-871c-ad887c3bdaaf"
